"age","tl_fluor"
2.28377919212424,11.1816161375978
2.77830845184665,16.775841260942
2.54096250823001,8.62966400826483
2.86354495508021,22.7952238047206
4.49324706640191,11.0144804098542
4.71190646995971,17.4076165731617
5.48719698105609,20.1876934888563
5.20985731622383,9.59126305964009
6.45449042010401,22.8530369548006
6.55341041829052,17.268850950773
6.5070590734983,5.3181315451266
7.10602585053049,12.9647086711483
7.94185566849801,8.3745188485235
8.31717187285636,14.0102182236046
9.74648904289501,23.4308427754763
10.5903053546815,21.59972518857
11.4419788872372,19.752350346874
11.9252678316596,27.6746726574439
11.8986225422582,14.1264614760433
12.0787348127968,13.0503804580525
12.5073588181748,21.8822889425985
14.9339695385053,23.0516819261168
15.9094536619191,21.1718209004889
16.187842180988,26.7932920182624
16.4028450446219,7.64064380714363
17.4086454662782,14.09933872308
17.9450624844555,20.0419273114832
19.0463706222931,15.8319754740936
21.0885088855158,13.3050375782949
23.0941159587628,13.5487210475494
23.0966782519318,12.3999450508211
25.1183762238619,24.2227703560798
27.0716985721839,12.8748273290643
27.0291169802526,7.45351911209857
30.0021338872629,16.3168716196497
30.8460437990427,12.4139184955336
33.0124870410716,9.77319899393198
33.0088520671253,8.70811604050612
34.1371694710052,9.27614062851671
35.0250678956098,17.0092933319914
35.0299102909719,11.9627109343368
35.0199713062655,8.60351839423119
38.0087841496707,15.3929408878589
38.0114531864844,14.7001216342857
39.9855775073676,15.6866524943917
41.9795114474171,14.8545614012111
42.0191549464044,11.015043438177
44.0666976308447,29.8710641719467
43.9530328740985,10.5016258323848
44.9865849431384,15.1563281625491
44.9428447358387,9.77372118925145
45.3506904811297,8.45652258116555
46.9395038862004,9.92962293488807
47.9583245955894,16.552691471314
47.9470196526942,14.2517108206143
49.9472170493175,17.2465344195822
49.9452426992235,10.3839873607082
50.9380342364569,12.9990327465057
50.9301448518002,11.3172690774063
52.9033652714833,13.0215979094451
53.9074738670713,14.0854950479438
54.8832717454361,10.3718759594398
56.9013988338975,13.4518063964367
57.8665948743655,12.3386427802055
57.8457435998788,10.6531200603456
57.8367634458065,9.89185397741615
60.8400869575532,13.5174021947488
