age,tl_fluor,area,moment
2.2837791921242356,11.181616137597835,65,670.0307692307708
2.778308451846648,16.77584126094196,64,657.3749999999999
2.5409625082300096,8.629664008264825,62,612.6612903225807
2.863544955080208,22.795223804720557,61,592.7540983606563
4.4932470664019135,11.014480409854201,63,636.0634920634925
4.711906469959715,17.407616573161675,64,652.71875
5.487196981056094,20.18769348885631,56,499.0714285714292
5.209857316223832,9.591263059640092,55,479.63636363636414
6.454490420104008,22.853036954800572,60,573.9333333333334
6.553410418290518,17.268850950772993,62,611.9032258064512
6.507059073498304,5.3181315451266045,57,517.1228070175439
7.106025850530493,12.96470867114833,61,596.3278688524583
7.9418556684980075,8.3745188485235,60,572.7666666666669
8.317171872856363,14.010218223604618,63,637.269841269841
9.746489042895014,23.43084277547628,59,556.3389830508469
10.590305354681462,21.59972518857002,59,557.3220338983048
11.441978887237191,19.752350346873953,62,613.1290322580652
11.925267831659625,27.674672657443857,56,497.4285714285708
11.89862254225816,14.12646147604326,58,536.3620689655182
12.078734812796803,13.05038045805248,62,613.7741935483873
12.507358818174836,21.882288942598528,59,552.4406779661011
14.93396953850526,23.051681926116764,60,580.3666666666666
15.90945366191913,21.171820900488946,57,517.4035087719291
16.18784218098798,26.793292018262406,56,500.98214285714283
16.402845044621927,7.640643807143626,62,612.4516129032259
17.408645466278237,14.099338723080045,61,595.8688524590165
17.945062484455455,20.041927311483178,56,498.2499999999993
19.046370622293082,15.831975474093618,60,575.0333333333334
21.088508885515793,13.305037578294929,57,516.7017543859648
23.09411595876285,13.548721047549442,59,555.3220338983049
23.096678251931756,12.39994505082111,58,536.3793103448271
25.118376223861873,24.222770356079756,55,481.09090909090924
27.07169857218394,12.874827329064331,62,611.8870967741935
27.02911698025258,7.453519112098569,62,612.5967741935474
30.00213388726292,16.31687161964973,58,536.155172413793
30.84604379904271,12.413918495533636,155,5697.187096774186
33.01248704107163,9.773198993931985,60,577.3166666666675
33.008852067125304,8.70811604050612,60,575.5833333333333
34.13716947100523,9.276140628516714,55,479.6363636363641
35.025067895609816,17.009293331991394,60,573.9166666666667
35.02991029097186,11.962710934336847,60,574.8666666666669
35.019971306265525,8.603518394231187,60,575.3333333333336
38.00878414967068,15.392940887858948,63,635.8730158730161
38.011453186484395,14.700121634285743,58,538.0862068965506
39.98557750736759,15.686652494391737,59,552.4406779661011
41.979511447417146,14.854561401211114,62,619.887096774193
42.01915494640438,11.015043438176953,64,655.84375
44.066697630844736,29.871064171946664,61,590.9180327868853
43.95303287409855,10.50162583238481,59,554.2033898305081
44.98658494313842,15.15632816254908,65,671.3846153846168
44.94284473583868,9.773721189251454,55,482.14545454545555
45.35069048112968,8.456522581165551,59,554.4745762711866
46.93950388620045,9.929622934888073,56,504.76785714285694
47.958324595589396,16.55269147131402,57,518.7017543859647
47.94701965269417,14.251710820614306,57,518.1754385964908
49.94721704931752,17.24653441958217,61,594.2622950819673
49.945242699223535,10.38398736070824,58,535.9310344827586
50.938034236456936,12.999032746505712,63,630.5396825396826
50.930144851800186,11.317269077406337,62,614.9354838709667
52.903365271483274,13.021597909445134,63,632.222222222222
53.90747386707131,14.085495047943759,60,571
54.88327174543608,10.371875959439784,154,5898.967532467537
56.90139883389747,13.451806396436744,54,464.31481481481535
57.8665948743655,12.338642780205504,69,760.8405797101441
57.845743599878794,10.653120060345636,63,632.2222222222222
57.83676344580655,9.891853977416147,62,616.9838709677416
60.84008695755323,13.517402194748797,59,557.0508474576283
60.87701401894214,14.228551866751928,59,558.4406779661006
60.830065682930645,6.0581008348263765,63,637.8730158730168
63.90004266487117,13.005945914987514,60,576.0666666666665
63.882927075636225,9.873202709044754,61,591.9016393442624
64.85394469006579,8.93723363976519,65,671.8461538461539
66.86225287806198,8.350221388737005,62,616.1290322580642
67.87742702626957,9.56028373132299,64,650.34375
72.82498720490756,9.563611686600098,64,650.3437500000006
75.89301642545908,12.871258691547588,60,576.8666666666668
77.85990403648466,9.545830029695978,61,596.3606557377052
79.88070994155049,7.889810324422207,60,573.3
80.89435108480009,14.836486364116155,62,612.5483870967745
82.88975528808035,7.272508667042743,57,518.8771929824559
85.89819282806755,11.356873393755606,61,593.049180327868
85.89527001398304,7.418752017168252,60,573.6999999999998
86.90647617782872,10.300058578820888,61,593.0491803278682
87.96122258500921,11.347574329965475,62,611.6129032258061
89.96494108935306,12.117881108867223,60,576.0666666666672
0.08507261662130361,26.536409831427186,,
0.05469440368250744,23.870721646047713,,
0.42607875341315804,22.969900666873862,,
0.5172133922295536,22.594515806002683,,
6.517980103027213,21.697481406892315,,
5.085925473363055,21.621428909006802,,
9.642657414182672,19.59708469946692,,
9.731652742228725,19.03397531849859,,
-0.07280851822962475,21.05478966526743,,
0.4034020592475791,20.98002075384411,,
0.06410737107200148,20.510484825970345,,
-0.03515664867168766,20.1725165104724,,
