age,tl_fluor,area,moment
8.128026919840078,18.337491997101168,58,549.6034482758618
8.144024492975195,17.699660685980913,,
8.33664905608433,19.301025298502722,62,622.209677419355
9.071221405541355,14.66770223287978,50,411.60000000000014
9.206306778668196,13.873639596363937,59,572.271186440678
9.619987974216972,16.24333153339074,49,392
9.639518613228173,22.958824006566054,,
9.69963474453699,10.061805765476812,50,416.5000000000003
9.79553865372488,23.40453385235874,,
10.327842321301897,18.116912106196093,,
10.558917104803324,25.460741154206886,49,396.4897959183671
11.146812568476687,17.552972541134274,,
11.298022916072323,20.201837754445243,50,423.69999999999965
11.804613028420558,22.39601093663827,54,474.83333333333366
11.874784865955018,15.901070601386952,49,392
11.967710893265124,17.137572075428196,,
12.303319787335472,13.708338960273402,54,479.1296296296296
12.340167538590766,12.375913359275955,51,431.41176470588255
12.439866907272926,19.26918795571015,49,392
13.140290574783673,14.880518147024535,,
13.532847176923202,16.18789359066872,,
13.811724322961819,14.5244407733353,,
14.116052093500638,14.821704067497702,,
14.514392928481119,16.57469680920911,,
14.638021265068485,14.524949785825306,,
14.742060333101133,16.753082550024185,,
14.861315717732456,18.377189805739683,49,392
14.902689643763633,22.63572515008454,50,411.5999999999998
15.44858509384775,19.10041678460948,,
15.765946669054852,14.614767353379662,,
15.866900812905666,16.605237558609357,,
15.903534287565048,19.427480446368484,,
15.998499240837443,23.94501909711851,47,355.2340425531916
16.317679965954586,9.24129459758116,48,373.6249999999997
16.330743898242066,13.078574468623344,47,370.42553191489384
16.38578506029167,16.070820717967774,,
16.936078577361318,17.553708076314237,49,392
17.36694519632685,16.427916116637014,,
19.026007832162893,17.898645430995565,49,392
20.025880029808388,17.320298615498874,59,571.966101694915
21.070324011119613,14.729551422587289,47,355.23404255319167
22.986134593553988,15.302489501237943,,
23.062794959472793,15.42136705458526,,
24.051760168949148,16.243447701523987,47,363.1489361702129
25.03185655515996,23.86110513417796,53,464.4905660377359
25.83518754874476,9.879301573664442,50,412.1999999999999
25.973498048146265,13.967488561545355,,
26.951187644476878,14.05721358137426,,
26.979265460740205,14.74196546819801,49,392
27.064211554189153,11.190501511533864,,
27.06845332493919,11.517287530116505,,
28.137649484813725,12.869641168331956,,
29.042149254930113,13.107859013653876,,
29.05174723855765,15.842921907590462,51,440.745098039216
29.258248193868223,12.395010158334493,,
29.971714034023965,15.27708515060046,,
30.03238868253781,14.092056886538156,60,579.1666666666673
30.075675978952088,11.712239313788071,,
30.751351497880254,11.682947958681474,,
31.04989503557812,11.534593954776643,,
31.136195789565182,12.396167004902683,,
31.585360750441527,12.277613368594455,,
33.06805243533985,10.763440032420423,,
33.07730720788538,11.47642770932799,,
33.08077774758996,11.74379808816833,,
33.083477056249066,11.951752827266368,,
34.19404976171258,10.704718500619038,,
34.97213716915152,8.737092742201902,59,573.0847457627125
34.99960058869634,14.893983841078281,,
35.00924720607367,17.49611146029358,49,392
35.065078104455964,14.151334618162288,,
35.093228037615276,16.320005468756147,,
36.04739508705933,14.597553476444983,,
36.06590463215039,16.02352883026012,,
37.866417628436665,10.006303182559058,49,392
37.95363484062645,15.016334098647118,47,359.7021276595747
37.9699611224961,17.25300663564728,55,496.36363636363666
37.998146893447796,14.420509677649008,,
38.0609251005483,13.469905715634976,,
38.064781255775614,13.766983914346461,,
38.932261935709874,11.153251052038112,,
38.93843178407356,11.62857616997649,,
38.94037683484413,12.412514226574455,49,392
39.899913618941426,18.321134809181295,50,411.5999999999995
40.03828437800516,15.342701487948265,,
40.964764232917176,17.274265065925658,,
41.012503434631185,15.165056128936833,,
41.04751732409511,12.075489136200098,,
41.06371317604979,13.32321757078834,,
42.015643655462014,17.21549726026155,,
42.027032827316816,11.487209258845528,53,464.71698113207555
42.02718432294006,15.919644974769078,42,290.5
42.02829184460758,12.402876714998193,,
43.958606028291314,10.651318463031338,,
43.97741830834103,24.797795562390103,51,427.56862745098033
44.02308192767076,15.714684526123087,49,392
44.93398193148555,10.562796563633345,,
44.95210586105388,11.959064097577336,,
44.97331471480405,13.592994190490515,,
44.976399638985896,13.830656749459703,,
45.306100910920364,10.29565755410665,,
45.853520706988434,11.959619383930068,,
45.993344895530456,11.157600795134513,,
46.843550000046406,12.999994639635734,,
47.0430674715071,11.009709529856956,,
47.931649313269574,16.256622648407408,40,264.9999999999997
47.936219356860136,15.160861717817944,43,312.2325581395348
47.971162233399,11.936967445229179,49,392
48.8802169448992,13.654816071094647,,
48.959576619477104,13.981648363540014,,
49.909919998246,18.844150623135413,50,423.99999999999983
49.945749757307794,14.724945420534194,,
49.99657388320365,12.85339904251455,,
50.90182365392366,11.179993748771519,50,411.59999999999934
50.92652427782025,15.052332999332286,,
52.84295630268571,12.23129323200408,,
52.845655611344824,12.43924797110212,,
52.86956377375411,14.281132803113337,,
53.9052150764287,13.166716754991786,56,520.3928571428567
53.93058207097975,14.107737045623232,147,5443.156462585041
54.81838750252891,13.955549904961622,,
54.90687741525913,9.88363604019072,48,373.625
55.83456152802802,11.223078310894127,,
55.97978433388829,10.83696920029465,,
56.828446976313316,12.560531765311282,,
57.79919549323476,12.11551602745951,,
57.8529948928836,10.813383793816545,55,496.36363636363666
57.853614191328816,10.130807216785652,68,797.8088235294126
58.84863386137455,14.001818781749662,55,496.36363636363615
59.873961251733334,9.918433025150879,,
59.94522300033391,9.62140110030212,,
60.84663784626845,9.621956386654851,,
60.849337154927554,9.829911125752897,,
60.86392723807603,16.078527256664618,49,397.26530612244824
60.867237262856875,14.694111030723597,49,392
61.842836987690106,11.137656760298896,,
61.847464373962865,11.494150598752679,,
62.76893122707939,13.039512518405147,,
62.82399712372529,11.49475215896814,,
63.75852092259731,8.99559899578301,48,373.625
63.81865380305604,12.891621253127589,,
64.79711463043213,13.040761912698795,,
64.8517949115553,11.466293733390636,,
64.85912160648718,12.030742310942461,,
65.83795731255307,10.123240989833004,71,885.3521126760556
66.76282831910252,8.22934448786635,,
67.7412891464786,8.378485147437551,,
69.77409993610408,8.73622838018498,,
69.84517446529146,10.983926785040723,48,373.6250000000002
69.9440021354191,10.251419741339017,,
70.81109719983063,7.607979059159518,,
70.81880951028523,8.202135456582493,,
70.88379465094206,11.743489396078537,49,392.97959183673504
72.77482018341001,8.240827727546698,49,392
73.84164959296872,9.600253945035583,,
74.8204960358675,9.779102424477937,,
74.86939208414972,7.759016947102552,,
74.87864685669525,8.472004624010122,,
75.64569963790389,8.366679229117835,298,18507.181208053666
75.77427746978883,8.026942612295624,,
75.82893154943768,11.881507927467265,53,468.00000000000006
75.86212068586681,9.00734694190626,,
76.80140888767941,10.511397670264376,49,392
76.83248358726554,8.532623384183339,,
77.83432961303127,9.756004133755535,49,392
77.85395671266657,11.26807588965843,49,392
78.96316359656001,10.643174263191273,,
79.8398990490398,8.742429077790483,,
79.94393811707246,10.970561841989365,,
80.8121900280522,8.41624461942331,,
80.88981749371285,9.893943681303682,49,386.9795918367349
81.8515009849151,7.466242217624739,,
82.75021652219057,7.258842764879432,,
82.85716090020908,9.282284010887683,48,373.6250000000002
82.89562332443757,11.40864160868282,49,392
83.69404907562544,10.527258237058518,,
83.74525881704403,8.685419678910026,,
84.7514839620567,10.973523369203935,,
85.77688155089845,5.774557758647308,49,392
85.8085195103274,9.451631434189125,54,480.0370370370367
86.8231647963734,8.538777807926117,,
87.9099639910934,9.4440165160377,54,474.59259259259267
89.90894774246709,10.468561029676518,54,493.5740740740744
